processed-text,ensemble_sentiment_label
first beast like lion second beast like calf third beast face man fourth beast like flying eagle,positive
four beast six wing full eye within rest day night saying holy holy holy lord god almighty come,positive
beast give glory honour thanks sat throne liveth ever ever,positive
four twenty elder fall sat throne worship liveth ever ever cast crown throne saying,positive
thou art worthy lord receive glory honour power thou hast created thing thy pleasure created,positive
saw right hand sat throne book written within backside sealed seven seal,positive
saw strong angel proclaiming loud voice worthy open book loose seal thereof,positive
man heaven earth neither earth able open book neither look thereon,positive
wept much man found worthy open read book neither look thereon,positive
one elder saith unto weep behold lion tribe juda root david hath prevailed open book loose seven seal thereof,negative
beheld lo midst throne four beast midst elder stood lamb slain seven horn seven eye seven spirit god sent forth earth,positive
came took book right hand sat upon throne,positive
taken book four beast four twenty elder fell lamb every one harp golden vial full odour prayer saint,positive
sung new song saying thou art worthy take book open seal thereof thou wast slain hast redeemed u god thy blood every kindred tongue people nation,positive
hast made u unto god king priest shall reign earth,positive
beheld heard voice many angel round throne beast elder number ten thousand time ten thousand thousand thousand,positive
saying loud voice worthy lamb slain receive power rich wisdom strength honour glory blessing,positive
every creature heaven earth earth sea heard saying blessing honour glory power unto sitteth upon throne unto lamb ever ever,positive
four beast said amen four twenty elder fell worshipped liveth ever ever,positive
saw lamb opened one seal heard noise thunder one four beast saying come see,positive
saw behold white horse sat bow crown given unto went forth conquering conquer,positive
opened second seal heard second beast say come see,positive
went another horse red power given sat thereon take peace earth kill one another given unto great sword,positive
opened third seal heard third beast say come see beheld lo black horse sat pair balance hand,positive
heard voice midst four beast say measure wheat penny three measure barley penny see thou hurt oil wine,negative
opened fourth seal heard voice fourth beast say come see,positive
looked behold pale horse name sat death hell followed power given unto fourth part earth kill sword hunger death beast earth,negative
opened fifth seal saw altar soul slain word god testimony held,neutral
cried loud voice saying long lord holy true dost thou judge avenge blood dwell earth,positive
white robe given unto every one said unto rest yet little season fellowservants also brother killed fulfilled,negative
beheld opened sixth seal lo great earthquake sun became black sackcloth hair moon became blood,negative
star heaven fell unto earth even fig tree casteth untimely fig shaken mighty wind,positive
heaven departed scroll rolled together every mountain island moved place,positive
king earth great men rich men chief captain mighty men every bondman every free man hid den rock mountain,positive
said mountain rock fall u hide u face sitteth throne wrath lamb,negative
great day wrath come shall able stand,positive
thing saw four angel standing four corner earth holding four wind earth wind blow earth sea tree,neutral
saw another angel ascending east seal living god cried loud voice four angel given hurt earth sea,negative
saying hurt earth neither sea tree till sealed servant god forehead,negative
heard number sealed sealed hundred forty four thousand tribe child israel,positive
tribe juda sealed twelve thousand tribe reuben sealed twelve thousand tribe gad sealed twelve thousand,neutral
